,name,author,number of ratings,url,avg_ratings
553,"  The Misplaced Legion (The Videssos Cycle, #1)",Harry Turtledove,"1,682",https://www.goodreads.com//book/show/974209.The_Misplaced_Legion,3.92
554,"  The Source of Magic (Xanth, #2)",Piers Anthony,"23,552",https://www.goodreads.com//book/show/15447.The_Source_of_Magic,3.88
555,"  The Present (VanWest, #2)",Kenneth,,https://www.goodreads.com//book/show/54775299-the-present,Thomas
556,"  Quintana of Charyn (Lumatere Chronicles, #3)",Melina Marchetta (Goodreads Author),"14,130",https://www.goodreads.com//book/show/10165761-quintana-of-charyn,4.31
557,"  Tales From the Vulgar Unicorn (Thieves' World, #2)",Robert Lynn Asprin (Editor),"3,186",https://www.goodreads.com//book/show/585576.Tales_From_the_Vulgar_Unicorn,3.85
558,  The Riddle,Alison Croggon (Goodreads Author),"20,695",https://www.goodreads.com//book/show/393145.The_Riddle,4.10
559,"  The Sigil Blade (Archon Sigil Trilogy, #1)",Jeff,,https://www.goodreads.com//book/show/25434130-the-sigil-blade,Wilson
560,  Masks of Moi'dan,James Dwyer (Goodreads Author),16,https://www.goodreads.com//book/show/31240457-masks-of-moi-dan,4.69
561,"  The Merchant and the Menace (The Seraphinium, #1)",Daniel McHugh (Goodreads Author),190,https://www.goodreads.com//book/show/11399934-the-merchant-and-the-menace,3.67
562,"  The Tyrant's Law (The Dagger and the Coin, #3)",Daniel Abraham,"9,226",https://www.goodreads.com//book/show/15790816-the-tyrant-s-law,4.06
563,"  The Amber Spyglass  (His Dark Materials, #3)",Philip Pullman,"308,619",https://www.goodreads.com//book/show/18122.The_Amber_Spyglass,4.08
564,"  Winterbirth (The Godless World, #1)",Brian Ruckley,"3,194",https://www.goodreads.com//book/show/1462020.Winterbirth,3.37
565,"  The Summoner (The Legends of Arth, #1)",Randy Massey (Goodreads Author),60,https://www.goodreads.com//book/show/15776615-the-summoner,4.20
566,"  A Song of Ice and Fire (A Song of Ice and Fire, #1-5)",George R.R. Martin,"54,700",https://www.goodreads.com//book/show/12177850-a-song-of-ice-and-fire,4.55
567,"  Foundling (Monster Blood Tattoo, #1)",D.M. Cornish (Goodreads Author),"7,585",https://www.goodreads.com//book/show/210250.Foundling,3.89
568,"  The Broken Eye (Lightbringer, #3)",Brent Weeks (Goodreads Author),"51,217",https://www.goodreads.com//book/show/12652457-the-broken-eye,4.47
569,"  Eve of Snows (Sundering the Gods, #1)",L. James Rice (Goodreads Author),avg,https://www.goodreads.com//book/show/40221876-eve-of-snows,really
570,  Silverlock,John Myers Myers,"1,481",https://www.goodreads.com//book/show/104069.Silverlock,3.92
571,"  Wind from the Abyss (Silistra, #3)",Janet E. Morris (Goodreads Author),102,https://www.goodreads.com//book/show/7706929-wind-from-the-abyss,4.12
572,"  The Crimson Crown (Seven Realms, #4)",Cinda Williams Chima (Goodreads Author),"38,742",https://www.goodreads.com//book/show/8069828-the-crimson-crown,4.47
573,"  A Darker Shade of Magic (Shades of Magic, #1)",V.E. Schwab,"214,477",https://www.goodreads.com//book/show/22055262-a-darker-shade-of-magic,4.07
574,"  Evil Among Us (Species Intervention #6609, #5)",J.K. Accinni,268,https://www.goodreads.com//book/show/17936909-evil-among-us,4.44
575,"  Servant of the Empire (The Empire Trilogy, #2)",Raymond E. Feist,"26,145",https://www.goodreads.com//book/show/13815.Servant_of_the_Empire,4.30
576,"  Shadowdale (Forgotten Realms: Avatar, #1)",Richard Awlinson (Pseudonym),"5,478",https://www.goodreads.com//book/show/62478.Shadowdale,3.71
577,"  Faith of the Fallen (Sword of Truth, #6)",Terry Goodkind,"70,536",https://www.goodreads.com//book/show/121127.Faith_of_the_Fallen,4.08
578,"  Armageddon Cometh (Species Intervention #6609, #3)",J.K. Accinni,261,https://www.goodreads.com//book/show/15992895-armageddon-cometh,4.34
579,"  Forge of Darkness (The Kharkanas Trilogy, #1)",Steven Erikson (Goodreads Author),"7,605",https://www.goodreads.com//book/show/13038833-forge-of-darkness,4.13
580,"  The Vampire King (The Horn King, #3)",Brae Wyckoff (Goodreads Author),15,https://www.goodreads.com//book/show/18069284-the-vampire-king,4.87
581,"  Mistress of the Empire (The Empire Trilogy, #3)",Raymond E. Feist,"23,597",https://www.goodreads.com//book/show/317504.Mistress_of_the_Empire,4.32
582,"  Hive (Species Intervention #6609, #4)",J.K. Accinni,352,https://www.goodreads.com//book/show/17322045-hive,4.41
583,"  Abarat: Days of Magic, Nights of War",Clive Barker (Goodreads Author),"14,236",https://www.goodreads.com//book/show/32636.Abarat,4.21
584,"  Clockwork Prince (The Infernal Devices, #2)",Cassandra Clare (Goodreads Author),"456,897",https://www.goodreads.com//book/show/10025305-clockwork-prince,4.43
585,"  Days of Blood & Starlight (Daughter of Smoke & Bone, #2)",Laini Taylor (Goodreads Author),"144,327",https://www.goodreads.com//book/show/12812550-days-of-blood-starlight,4.14
586,"  Miecz przeznaczenia (Saga o Wiedźminie, #0.7)",Andrzej Sapkowski,"100,919",https://www.goodreads.com//book/show/1128437.Miecz_przeznaczenia,4.28
587,"  Shadows of Sanctuary (Thieves' World, #3)",Robert Lynn Asprin (Editor),"2,748",https://www.goodreads.com//book/show/846424.Shadows_of_Sanctuary,3.82
588,"  Avempartha (The Riyria Revelations, #2)",Michael J. Sullivan (Goodreads Author),"11,249",https://www.goodreads.com//book/show/6342483-avempartha,4.31
589,  Veil of the Dragon,Tom Barczak,32,https://www.goodreads.com//book/show/13830041-veil-of-the-dragon,3.84
590,"  To Light a Candle (Obsidian Mountain, #2)",Mercedes Lackey,"9,525",https://www.goodreads.com//book/show/13999.To_Light_a_Candle,4.12
591,"  The Girl of Fire and Thorns (Fire and Thorns, #1)",Rae Carson,"76,062",https://www.goodreads.com//book/show/10429092-the-girl-of-fire-and-thorns,3.79
592,"  Storm Front (The Dresden Files, #1)",Jim Butcher (Goodreads Author),"302,894",https://www.goodreads.com//book/show/47212.Storm_Front,3.99
593,"  Empire of the East (Empire of the East, #1-3)",Fred Saberhagen,"1,274",https://www.goodreads.com//book/show/16482.Empire_of_the_East,3.93
594,"  The Starbirth Assignment: Shifter (Starbirth, #1)",J.M. Johnson (Goodreads Author),50,https://www.goodreads.com//book/show/30981718-the-starbirth-assignment,4.32
595,"  Emperor Mage (Immortals, #3)",Tamora Pierce (Goodreads Author),"62,251",https://www.goodreads.com//book/show/13833.Emperor_Mage,4.23
596,"  Children of Blood and Bone (Legacy of Orïsha, #1)",Tomi Adeyemi (Goodreads Author),"165,767",https://www.goodreads.com//book/show/34728667-children-of-blood-and-bone,4.10
597,  The Thief of Always,Clive Barker (Goodreads Author),"28,805",https://www.goodreads.com//book/show/32638.The_Thief_of_Always,4.20
598,"  Shadow Team GB (Starbirth, #3)",J.M. Johnson (Goodreads Author),82,https://www.goodreads.com//book/show/32867216-shadow-team-gb,4.85
599,"  Skulduggery Pleasant (Skulduggery Pleasant, #1)",Derek Landy,"56,259",https://www.goodreads.com//book/show/284440.Skulduggery_Pleasant,4.13
600,"  When Darkness Falls (Obsidian Mountain, #3)",Mercedes Lackey,"7,226",https://www.goodreads.com//book/show/176789.When_Darkness_Falls,4.18
601,"  Magic Study (Study, #2)",Maria V. Snyder (Goodreads Author),"74,234",https://www.goodreads.com//book/show/46202.Magic_Study,4.03
602,"  A Wrinkle in Time (Time Quintet, #1)",Madeleine L'Engle,"1,068,639",https://www.goodreads.com//book/show/33574273-a-wrinkle-in-time,3.99
603,  Night Winds,Karl Edward Wagner,865,https://www.goodreads.com//book/show/1695319.Night_Winds,4.28
604,"  The Edge of the World (Terra Incognita, #1)",Kevin J. Anderson (Goodreads Author),"1,490",https://www.goodreads.com//book/show/6014190-the-edge-of-the-world,3.52
605,"  The Morgaine Saga (Morgaine & Vanye, #1-3)",C.J. Cherryh (Goodreads Author),"1,730",https://www.goodreads.com//book/show/57040.The_Morgaine_Saga,4.10
606,"  Witch World (Witch World Series 1: Estcarp Cycle, #1)",Andre Norton,"4,345",https://www.goodreads.com//book/show/462448.Witch_World,3.82
607,"  The Bear and the Nightingale (Winternight Trilogy, #1)",Katherine Arden (Goodreads Author),"129,058",https://www.goodreads.com//book/show/25489134-the-bear-and-the-nightingale,4.09
608,"  The Way of Kings, Part 1 (The Stormlight Archive #1, Part 1 of 2)",Brandon Sanderson (Goodreads Author),"17,342",https://www.goodreads.com//book/show/9329354-the-way-of-kings-part-1,4.66
609,"  Harry Potter and the Deathly Hallows (Harry Potter, #7)",J.K. Rowling,"2,887,083",https://www.goodreads.com//book/show/136251.Harry_Potter_and_the_Deathly_Hallows,4.62
610,"  Delusion's Master (Flat Earth, #3)",Tanith Lee,904,https://www.goodreads.com//book/show/669030.Delusion_s_Master,4.17
611,"  Black: The Birth of Evil (The Circle, #1)",Ted Dekker (Goodreads Author),"32,560",https://www.goodreads.com//book/show/125956.Black,4.19
612,"  In the Hand of the Goddess (Song of the Lioness, #2)",Tamora Pierce (Goodreads Author),"92,605",https://www.goodreads.com//book/show/13835.In_the_Hand_of_the_Goddess,4.20
613,"  Magic Lost, Trouble Found (Raine Benares #1)",Lisa Shearin (Goodreads Author),"7,115",https://www.goodreads.com//book/show/621697.Magic_Lost_Trouble_Found,3.74
614,"  The Cloud Roads (Books of the Raksura, #1)",Martha Wells (Goodreads Author),"8,054",https://www.goodreads.com//book/show/9461562-the-cloud-roads,3.97
615,"  The Goblin Emperor (The Goblin Emperor, #1)",Katherine Addison (Goodreads Author),"30,097",https://www.goodreads.com//book/show/17910048-the-goblin-emperor,4.01
616,"  To Green Angel Tower, Part 1 (Memory, Sorrow, and Thorn, #3; Part 1)",Tad Williams (Goodreads Author),"17,963",https://www.goodreads.com//book/show/795034.To_Green_Angel_Tower_Part_1,4.20
617,"  A Court of Wings and Ruin (A Court of Thorns and Roses, #3)",Sarah J. Maas (Goodreads Author),"281,208",https://www.goodreads.com//book/show/23766634-a-court-of-wings-and-ruin,4.44
618,"  River of Stars (Under Heaven, #2)",Guy Gavriel Kay (Goodreads Author),"6,353",https://www.goodreads.com//book/show/15808474-river-of-stars,4.13
619,  The Lord of the Rings,J.R.R. Tolkien,"579,643",https://www.goodreads.com//book/show/33.The_Lord_of_the_Rings,4.50
620,"  First Rider's Call (Green Rider, #2)",Kristen Britain,"20,919",https://www.goodreads.com//book/show/147844.First_Rider_s_Call,4.21
621,"  Tithe (Modern Faerie Tales, #1)",Holly Black (Goodreads Author),"82,380",https://www.goodreads.com//book/show/46777.Tithe,3.72
622,"  Aurian (Artefacts of Power, #1)",Maggie Furey,"3,129",https://www.goodreads.com//book/show/476733.Aurian,3.93
623,"  Los días del venado (La saga de los confines, #1)",Liliana Bodoc,"2,135",https://www.goodreads.com//book/show/2141384.Los_d_as_del_venado,3.87
624,  The Crow,Alison Croggon (Goodreads Author),"12,867",https://www.goodreads.com//book/show/393147.The_Crow,4.02
625,  The Legend of Sigurd & Gudrún,J.R.R. Tolkien,"6,811",https://www.goodreads.com//book/show/6352248-the-legend-of-sigurd-gudr-n,3.85
626,"  The Wounded Land (The Second Chronicles of Thomas Covenant, #1)",Stephen R. Donaldson,"18,914",https://www.goodreads.com//book/show/693230.The_Wounded_Land,3.99
627,"  Czas pogardy (Saga o Wiedźminie, #2)",Andrzej Sapkowski,"73,854",https://www.goodreads.com//book/show/68453.Czas_pogardy,4.20
628,"  Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",J.K. Rowling,"2,907,455",https://www.goodreads.com//book/show/5.Harry_Potter_and_the_Prisoner_of_Azkaban,4.57
629,"  Switched (Trylle, #1)",Amanda Hocking (Goodreads Author),"93,425",https://www.goodreads.com//book/show/11457525-switched,3.87
630,"  The High Lord (Black Magician Trilogy, #3)",Trudi Canavan,"53,953",https://www.goodreads.com//book/show/28251.The_High_Lord,4.12
631,  Way of the Wolf (Vampire Earth #1),E.E. Knight (Goodreads Author),"4,428",https://www.goodreads.com//book/show/282284.Way_of_the_Wolf,3.87
632,  Polgara the Sorceress,David Eddings,"27,405",https://www.goodreads.com//book/show/18884.Polgara_the_Sorceress,4.10
633,"  Age of Myth (The Legends of the First Empire, #1)",Michael J. Sullivan (Goodreads Author),"26,484",https://www.goodreads.com//book/show/26863057-age-of-myth,4.24
634,"  Hero in the Shadows (The Drenai Saga, #9)",David Gemmell,"6,972",https://www.goodreads.com//book/show/568116.Hero_in_the_Shadows,4.28
635,  The Knight (The Wizard Knight #1),Gene Wolfe,"4,499",https://www.goodreads.com//book/show/60212.The_Knight,3.74
636,"  The River Wall (Gandalara Cycle, #7)",Randall Garrett,410,https://www.goodreads.com//book/show/394969.The_River_Wall,4.30
637,"  The Legend of Nightfall (Nightfall, #1)",Mickey Zucker Reichert,"2,323",https://www.goodreads.com//book/show/129020.The_Legend_of_Nightfall,4.03
638,"  Chrzest ognia (Saga o Wiedźminie, #3)",Andrzej Sapkowski,"60,077",https://www.goodreads.com//book/show/1876770.Chrzest_ognia,4.30
639,"  Debt of Bones (Sword of Truth, #0.5)",Terry Goodkind,"28,331",https://www.goodreads.com//book/show/43886.Debt_of_Bones,3.86
640,"  A Shadow on the Glass (The View from the Mirror, #1)",Ian Irvine (Goodreads Author),"3,302",https://www.goodreads.com//book/show/395727.A_Shadow_on_the_Glass,3.76
641,"  Tanequil (High Druid of Shannara, #2)",Terry Brooks (Goodreads Author),"12,069",https://www.goodreads.com//book/show/15552.Tanequil,3.99
642,"  Medalon (Hythrun Chronicles: Demon Child, #1)",Jennifer Fallon (Goodreads Author),"5,730",https://www.goodreads.com//book/show/249633.Medalon,3.88
643,"  Flesh and Spirit (Lighthouse, #1)",Carol Berg (Goodreads Author),"3,213",https://www.goodreads.com//book/show/437790.Flesh_and_Spirit,3.88
644,"  The Woman Who Rides Like a Man (Song of the Lioness, #3)",Tamora Pierce (Goodreads Author),"75,833",https://www.goodreads.com//book/show/13830.The_Woman_Who_Rides_Like_a_Man,4.15
645,"  The Moon Coin (Moon Realm, #1)",Richard Due (Goodreads Author),247,https://www.goodreads.com//book/show/12596125-the-moon-coin,4.17
646,"  Breath and Bone (Lighthouse, #2)",Carol Berg (Goodreads Author),"2,560",https://www.goodreads.com//book/show/1140216.Breath_and_Bone,4.17
647,"  Titans, Humans, And The Beasts",Cristina M. Sburlea (Goodreads Author),42,https://www.goodreads.com//book/show/20579961-titans-humans-and-the-beasts,4.26
648,  Dream of a Vast Blue Cavern (Dreams of QaiMaj #1),Selah J. Tay-Song (Goodreads Author),40,https://www.goodreads.com//book/show/17292810-dream-of-a-vast-blue-cavern,4.50
649,  El despertar de Antaros,Néstor Bardisa (Goodreads Author),30,https://www.goodreads.com//book/show/18709684-el-despertar-de-antaros,4.80
650,  The White Forest (The Legend of Prince Ayron #1),Aviya Carmen (Goodreads Author),15,https://www.goodreads.com//book/show/39691001-the-white-forest,4.60
651,  Di undici foglie,Dino Olivieri,50,https://www.goodreads.com//book/show/29345928-di-undici-foglie,4.10
652,  A Kingdom Forgotten (A Throne of Souls #1),Charles W. McDonald Jr. (Goodreads Author),23,https://www.goodreads.com//book/show/36145538-a-kingdom-forgotten,3.96
653,  The Noble Ones,Daniel Patrick Tinsley,34,https://www.goodreads.com//book/show/10813715-the-noble-ones,3.47
654,"  Percepliquis (The Riyria Revelations, #6)",Michael J. Sullivan (Goodreads Author),"7,993",https://www.goodreads.com//book/show/12174312-percepliquis,4.56
655,  The Blood Prince (Archon Sigil Trilogy #0.5),Jeff,,https://www.goodreads.com//book/show/24109985-the-blood-prince,Wilson
656,  The Black River Chronicles: Level One (Black River Academy #1),David Tallerman (Goodreads Author),avg,https://www.goodreads.com//book/show/32327701-the-black-river-chronicles,really
657,  The Tempest,William Shakespeare,"175,957",https://www.goodreads.com//book/show/12985.The_Tempest,3.81
658,  Gray Hawk of Terrapin,Moss Whelan (Goodreads Author),35,https://www.goodreads.com//book/show/36219542-gray-hawk-of-terrapin,4.37
659,"  Stiger's Tigers (Chronicles of an Imperial Legionary Officer, #1)",Marc Alan Edelheit (Goodreads Author),"3,175",https://www.goodreads.com//book/show/25959041-stiger-s-tigers,4.21
660,"  The Story of the Stone (The Chronicles of Master Li and Number Ten Ox, #2)",Barry Hughart,"2,728",https://www.goodreads.com//book/show/77207.The_Story_of_the_Stone,4.13
661,"  Lioness Rampant (Song of the Lioness, #4)",Tamora Pierce (Goodreads Author),"85,926",https://www.goodreads.com//book/show/13837.Lioness_Rampant,4.24
662,  The Reach Between Worlds (The Arclight Saga #1),Cameron M. Hayden (Goodreads Author),376,https://www.goodreads.com//book/show/36390016-the-reach-between-worlds,3.97
663,"  The Highwayman (Corona: Saga of the First King, #1)",R.A. Salvatore,"3,991",https://www.goodreads.com//book/show/116378.The_Highwayman,3.98
664,"  Hawkmoon (Eternal Champion, #3)",Michael Moorcock,"1,849",https://www.goodreads.com//book/show/123690.Hawkmoon,3.95
665,  The Eyes of the Overworld (The Dying Earth #2),Jack Vance,"3,758",https://www.goodreads.com//book/show/872816.The_Eyes_of_the_Overworld,4.14
666,"  From the Embers (Born in Flames Trilogy, #3)",Candace Knoebel (Goodreads Author),159,https://www.goodreads.com//book/show/16034400-from-the-embers,4.14
667,"  The Summoner (Chronicles of the Necromancer, #1)",Gail Z. Martin (Goodreads Author),"11,587",https://www.goodreads.com//book/show/321353.The_Summoner,3.73
668,"  The Land: Forging (Chaos Seeds, #2)",Aleron Kong (Goodreads Author),"12,167",https://www.goodreads.com//book/show/34234675-the-land,4.34
669,"  The Land: Alliances (Chaos Seeds, #3)",Aleron Kong (Goodreads Author),"10,891",https://www.goodreads.com//book/show/34234687-the-land,4.34
670,"  The Fairy Godmother (Five Hundred Kingdoms, #1)",Mercedes Lackey,"17,287",https://www.goodreads.com//book/show/13982.The_Fairy_Godmother,3.97
671,"  Wintertide (The Riyria Revelations, #5)",Michael J. Sullivan (Goodreads Author),"8,463",https://www.goodreads.com//book/show/8697584-wintertide,4.45
672,"  The House of Hades (The Heroes of Olympus, #4)",Rick Riordan (Goodreads Author),"276,409",https://www.goodreads.com//book/show/12127810-the-house-of-hades,4.53
673,  Trail of Pyres (Sundering the Gods #2),L. James Rice (Goodreads Author),36,https://www.goodreads.com//book/show/46018206-trail-of-pyres,4.58
674,  Jirel of Joiry,C.L. Moore,"1,092",https://www.goodreads.com//book/show/941226.Jirel_of_Joiry,3.76
675,"  Lady of Light and Shadows (Tairen Soul, #2)",C.L. Wilson (Goodreads Author),"12,128",https://www.goodreads.com//book/show/1651313.Lady_of_Light_and_Shadows,4.27
676,"  The Malloreon, Vol. 2: Sorceress of Darshiva / The Seeress of Kell (The Malloreon, #4-5)",David Eddings,"5,583",https://www.goodreads.com//book/show/18882.The_Malloreon_Vol_2,4.36
677,"  The War of the Lance (DragonLance: Tales II, #3)",Margaret Weis (Goodreads Author),"4,691",https://www.goodreads.com//book/show/279585.The_War_of_the_Lance,3.90
678,"  Seraphina (Seraphina, #1)",Rachel Hartman (Goodreads Author),"83,398",https://www.goodreads.com//book/show/19549841-seraphina,3.93
679,"  Eight Skilled Gentlemen (The Chronicles of Master Li and Number Ten Ox, #3)",Barry Hughart,"1,925",https://www.goodreads.com//book/show/77206.Eight_Skilled_Gentlemen,4.03
680,"  Shapechanger's Song  (Chronicles of the Cheysuli #1-2, 2.5)",Jennifer Roberson (Goodreads Author),"1,368",https://www.goodreads.com//book/show/513253.Shapechanger_s_Song,3.93
681,"  Blade of Tyshalle (The Acts of Caine, #2)",Matthew Woodring Stover,"4,689",https://www.goodreads.com//book/show/304123.Blade_of_Tyshalle,4.06
682,"  City of Dragons (Rain Wild Chronicles, #3)",Robin Hobb (Goodreads Author),"25,054",https://www.goodreads.com//book/show/11801463-city-of-dragons,4.09
683,"  The Pool of Two Moons (The Witches of Eileanan, #2)",Kate Forsyth (Goodreads Author),"4,131",https://www.goodreads.com//book/show/264066.The_Pool_of_Two_Moons,4.17
684,"  Peter and the Starcatchers (Peter and the Starcatchers, #1)",Dave Barry,"72,217",https://www.goodreads.com//book/show/34262.Peter_and_the_Starcatchers,4.02
685,  The Curse Giver,Dora Machado (Goodreads Author),"1,865",https://www.goodreads.com//book/show/18170141-the-curse-giver,3.62
686,  Kingsride (Legends of Astarkand #2),Krystine Kercher (Goodreads Author),avg,https://www.goodreads.com//book/show/17665155-kingsride,it
687,"  The Wind Through the Keyhole (The Dark Tower, #4.5)",Stephen King (Goodreads Author),"67,361",https://www.goodreads.com//book/show/12341557-the-wind-through-the-keyhole,4.15
688,"  Wizardborn (Runelords, #3)",David Farland (Goodreads Author),"9,225",https://www.goodreads.com//book/show/144109.Wizardborn,3.83
689,"  Magic Casement (A Man of His Word, #1)",Dave Duncan,"3,004",https://www.goodreads.com//book/show/57691.Magic_Casement,4.02
690,"  Imager (Imager Portfolio, #1)",L.E. Modesitt Jr. (Goodreads Author),"8,544",https://www.goodreads.com//book/show/4643301-imager,4.01
691,"  The Tiger's Daughter (Their Bright Ascendency, #1)",K. Arsenault Rivera (Goodreads Author),"2,770",https://www.goodreads.com//book/show/29760778-the-tiger-s-daughter,3.83
692,  Crazy For Alice,Alex Dunn (Goodreads Author),64,https://www.goodreads.com//book/show/30981004-crazy-for-alice,4.14
693,  The Annotated Legends,Margaret Weis (Goodreads Author),"1,573",https://www.goodreads.com//book/show/174524.The_Annotated_Legends,4.42
694,"  The Elric Saga Part I (Elric Saga, #1-3)",Michael Moorcock,"4,360",https://www.goodreads.com//book/show/60132.The_Elric_Saga_Part_I,4.10
695,"  Talyn (Korre, #1)",Holly Lisle (Goodreads Author),812,https://www.goodreads.com//book/show/362888.Talyn,3.81
696,"  The Anvil of Ice (The Winter of the World, #1)",Michael Scott Rohan,"1,175",https://www.goodreads.com//book/show/285746.The_Anvil_of_Ice,3.95
697,"  The Hobbit, or There and Back Again",J.R.R. Tolkien,"2,975,907",https://www.goodreads.com//book/show/5907.The_Hobbit_or_There_and_Back_Again,4.28
698,"  Mort (Discworld, #4; Death, #1)",Terry Pratchett,"202,734",https://www.goodreads.com//book/show/386372.Mort,4.22
699,"  Guardians of the Keep (The Bridge of D'Arnath, #2)",Carol Berg (Goodreads Author),"1,861",https://www.goodreads.com//book/show/437787.Guardians_of_the_Keep,3.86
700,"  The One Kingdom (The Swans' War, #1)",Sean Russell,"1,681",https://www.goodreads.com//book/show/618180.The_One_Kingdom,3.70
701,"  The Young Elites (The Young Elites, #1)",Marie Lu (Goodreads Author),"113,929",https://www.goodreads.com//book/show/20821111-the-young-elites,3.88
702,"  Quest for Lost Heroes (The Drenai Saga, #4)",David Gemmell,"8,750",https://www.goodreads.com//book/show/568095.Quest_for_Lost_Heroes,4.09
703,"  Three Dark Crowns (Three Dark Crowns, #1)",Kendare Blake (Goodreads Author),"83,505",https://www.goodreads.com//book/show/28374007-three-dark-crowns,3.83
704,  The Song of Rhiannon,Evangeline Walton,326,https://www.goodreads.com//book/show/28796.The_Song_of_Rhiannon,4.02
705,"  The Hobbit, Part One",J.R.R. Tolkien,"357,030",https://www.goodreads.com//book/show/17157681-the-hobbit-part-one,4.29
706,"  Ships of Merior (Wars of Light and Shadow, #2)",Janny Wurts (Goodreads Author),"3,131",https://www.goodreads.com//book/show/28668.Ships_of_Merior,3.89
707,"  Spirit Gate (Crossroads, #1)",Kate Elliott (Goodreads Author),"3,742",https://www.goodreads.com//book/show/210197.Spirit_Gate,3.58
708,"  Blood and Memory (The Quickening, #2)",Fiona McIntosh (Goodreads Author),"2,963",https://www.goodreads.com//book/show/84950.Blood_and_Memory,3.95
709,"  The Poppy War (The Poppy War, #1)",R.F. Kuang (Goodreads Author),"56,401",https://www.goodreads.com//book/show/35068705-the-poppy-war,4.02
710,"  Jarka Ruus (High Druid of Shannara, #1)",Terry Brooks (Goodreads Author),"13,574",https://www.goodreads.com//book/show/15557.Jarka_Ruus,3.97
711,"  Little, Big",John Crowley,"10,067",https://www.goodreads.com//book/show/90619.Little_Big,3.82
712,"  Exile (Forgotten Realms: The Dark Elf Trilogy, #2; Legend of Drizzt, #2)",R.A. Salvatore,"58,214",https://www.goodreads.com//book/show/66678.Exile,4.19
713,"  Titus Alone (Gormenghast, #3)",Mervyn Peake,"4,507",https://www.goodreads.com//book/show/151242.Titus_Alone,3.45
714,"  The Subtle Knife  (His Dark Materials, #2)",Philip Pullman,"378,187",https://www.goodreads.com//book/show/41637836-the-subtle-knife,4.13
715,"  Sojourn (Forgotten Realms: The Dark Elf Trilogy, #3; Legend of Drizzt, #3)",R.A. Salvatore,"61,023",https://www.goodreads.com//book/show/66695.Sojourn,4.18
716,"  Pyramids (Discworld, #7)",Terry Pratchett,"74,097",https://www.goodreads.com//book/show/64217.Pyramids,3.90
717,"  The Illearth War (The Chronicles of Thomas Covenant the Unbeliever, #2)",Stephen R. Donaldson,"25,380",https://www.goodreads.com//book/show/618176.The_Illearth_War,4.01
718,  The Faded Sun Trilogy (The Faded Sun #1-3),C.J. Cherryh (Goodreads Author),"4,877",https://www.goodreads.com//book/show/57042.The_Faded_Sun_Trilogy,4.13
719,"  The Runaway King (Ascendance, #2)",Jennifer A. Nielsen (Goodreads Author),"36,230",https://www.goodreads.com//book/show/15703770-the-runaway-king,4.23
720,"  Majipoor Chronicles (Lord Valentine, #2)",Robert Silverberg,"3,137",https://www.goodreads.com//book/show/252969.Majipoor_Chronicles,3.80
721,"  Rogues in Hell (Heroes in Hell, #14)",Janet E. Morris (Goodreads Author) (Editors),65,https://www.goodreads.com//book/show/15746960-rogues-in-hell,4.63
722,"  A Man Rides Through (Mordant's Need, #2)",Stephen R. Donaldson,"12,494",https://www.goodreads.com//book/show/22867.A_Man_Rides_Through,4.02
723,  Tempus Unbound  (Sacred Band series Book 6),Janet E. Morris (Goodreads Author),102,https://www.goodreads.com//book/show/35427101-tempus-unbound,4.13
724,"  The Shadow of the Wind (The Cemetery of Forgotten Books, #1)",Carlos Ruiz Zafón,"479,794",https://www.goodreads.com//book/show/1232.The_Shadow_of_the_Wind,4.27
725,"  Poets in Hell (Heroes in Hell, #17)",Janet E. Morris (Goodreads Author) (Editor),78,https://www.goodreads.com//book/show/22605657-poets-in-hell,4.77
726,"  Nightshade (Nightshade, #1; Nightshade World, #4)",Andrea Cremer (Goodreads Author),"81,767",https://www.goodreads.com//book/show/7402393-nightshade,4.01
727,"  The Malloreon, Vol. 1: Guardians of the West / King of the Murgos / Demon Lord of Karanda (The Malloreon, #1-3)",David Eddings,"4,975",https://www.goodreads.com//book/show/18881.The_Malloreon_Vol_1,4.34
728,"  A Natural History of Dragons (The Memoirs of Lady Trent, #1)",Marie Brennan (Goodreads Author),"28,235",https://www.goodreads.com//book/show/12974372-a-natural-history-of-dragons,3.81
729,"  Seer of Sevenwaters (Sevenwaters, #5)",Juliet Marillier (Goodreads Author),"10,167",https://www.goodreads.com//book/show/7839024-seer-of-sevenwaters,4.05
730,"  Daughter of the Blood (The Black Jewels, #1)",Anne Bishop,"38,995",https://www.goodreads.com//book/show/47956.Daughter_of_the_Blood,4.04
731,"  The Hallowed Hunt (World of the Five Gods, #3)",Lois McMaster Bujold (Goodreads Author),"10,440",https://www.goodreads.com//book/show/61887.The_Hallowed_Hunt,3.85
732,  The Mabinogion,Anonymous,"6,483",https://www.goodreads.com//book/show/455219.The_Mabinogion,3.95
733,"  The Song of the Lioness Quartet (Song of the Lioness, #1-4)",Tamora Pierce (Goodreads Author),"13,332",https://www.goodreads.com//book/show/492490.The_Song_of_the_Lioness_Quartet,4.59
734,"  The Dalemark Quartet (The Dalemark Quartet, #1-4)",Diana Wynne Jones,647,https://www.goodreads.com//book/show/47601.The_Dalemark_Quartet,4.21
735,"  Pani Jeziora (Saga o Wiedźminie, #5)",Andrzej Sapkowski,"42,874",https://www.goodreads.com//book/show/68452.Pani_Jeziora,4.17
